clicheID,movieID
108,1454
108,1455
106,1062
106,349
106,16
106,904
106,585
106,1147
106,1370
106,17
106,1456
106,1457
106,1458
106,1459
106,1460
106,1461
106,1462
106,1463
106,1464
106,1465
106,1466
106,1467
106,1468
106,1469
106,1470
106,1471
106,1472
106,1473
106,1474
106,1475
106,1476
106,1477
106,1478
106,1479
106,1480
106,1481
106,1482
106,1483
106,1484
106,1485
106,1486
106,1487
106,1488
106,1489
106,1490
106,1491
106,1492
106,1493
106,1494
106,1495
106,1496
106,1497
106,1498
106,1499
106,1500
106,1501
106,1502
106,1503
106,1504
32,867
32,526
32,286
32,1505
32,1506
32,1507
32,1508
32,1509
32,1510
32,1511
32,1512
32,1513
32,1514
32,1515
32,1516
32,1517
32,1518
32,1519
35,3
35,1520
35,1521
35,1522
35,1523
35,1524
35,1525
35,1526
35,1527
35,1528
35,1529
35,1530
47,619
47,947
47,1531
47,1532
47,1533
47,1534
47,1535
47,1536
47,1537
47,1538
47,1539
47,1540
47,1541
47,1542
47,1543
47,1544
47,1545
47,1546
47,1547
47,1548
47,1549
47,1550
47,1551
51,1507
51,1552
51,1553
51,1554
51,1555
56,90
56,1556
56,1557
56,1558
56,1559
48,636
48,154
48,729
48,507
48,421
48,1560
48,1561
48,1562
48,1563
48,1564
48,1565
48,1566
48,1567
48,1568
48,1569
48,1570
48,1571
48,1572
48,1573
48,1574
48,1575
48,1576
48,1577
48,1578
48,1579
48,1580
48,1581
48,1582
48,1583
48,1584
48,1585
48,1586
48,1587
48,1588
48,1589
48,1590
48,1591
48,1592
128,1472
128,1122
128,784
128,432
128,336
128,1593
128,1594
128,1595
128,1596
128,1597
128,1598
128,1599
128,1600
128,1601
128,1602
128,1603
128,1604
128,1605
128,1606
128,1607
128,1608
128,1609
128,1610
109,1116
109,594
109,1575
109,1085
109,658
109,1149
109,1573
109,1467
109,760
109,1066
109,1611
109,1612
109,1613
109,1614
109,1615
109,1616
109,1617
109,1618
109,1619
109,1620
109,1621
109,1622
109,1623
109,1624
109,1625
109,1626
109,1627
109,1628
109,1629
109,1630
109,1631
109,1632
109,1633
109,1634
109,1635
109,1636
109,1637
109,1638
109,1639
109,1640
109,1641
109,1642
109,1643
109,1644
109,1645
109,1646
109,1647
109,1648
109,1649
109,1650
109,1651
109,1652
109,1653
109,1654
109,1655
109,1656
109,1657
109,1658
109,1659
109,1660
109,1661
109,1662
109,1663
109,1664
109,1665
109,1666
109,1667
109,1668
90,537
90,294
90,1669
90,1670
90,1671
90,1672
90,1673
90,1674
90,1675
90,1676
37,89
37,1021
37,984
37,1677
37,1678
37,1679
37,1680
37,1681
37,1682
37,1683
37,1684
37,1685
37,1686
37,1687
37,1688
37,1689
37,1690
37,1691
37,1692
37,1693
37,1694
37,1695
37,1696
37,1697
9,1698
9,673
36,34
36,1562
36,1513
36,36
36,489
36,1360
36,197
36,843
36,1658
36,1051
36,110
36,1143
36,159
36,1657
36,934
36,1699
36,1700
36,1701
36,1702
36,1703
36,1704
36,1705
36,1706
36,1707
36,1708
36,1709
36,1710
36,1711
36,1712
36,1713
36,1714
36,1715
36,1716
36,1717
36,1718
36,1719
36,1720
36,1721
36,1722
36,1723
36,1724
36,1725
36,1726
36,1727
36,1728
36,1729
36,1730
36,1731
36,1732
36,1733
36,1734
36,1735
36,1736
36,1737
36,1738
36,1739
36,1740
36,1741
36,1742
36,1743
36,1744
36,1745
36,1746
36,1747
36,1748
36,1749
36,1750
36,1751
36,1752
36,1753
36,1754
36,1755
36,1756
36,1757
36,1758
36,1759
36,1760
36,1761
36,1762
36,1763
36,1764
36,1765
36,1766
36,1767
36,1768
36,1769
36,1770
36,1771
36,1772
36,1773
36,1774
36,1775
36,1776
36,1777
36,1778
36,1779
36,1780
36,1781
36,1782
36,1783
36,1784
36,1785
36,1786
36,1787
36,1788
36,1789
36,1790
36,1791
36,1792
36,1793
36,1794
36,1795
36,1796
36,1797
36,1798
36,1799
36,1800
36,1801
36,1802
36,1803
36,1804
36,1805
36,1806
36,1807
36,1808
36,1809
36,1810
36,1811
36,1812
36,1813
36,1814
36,1815
36,1816
36,1817
36,1818
36,1819
36,1820
36,1821
36,1822
36,1823
36,1824
36,1825
36,1826
36,1827
36,1828
36,1829
36,1830
36,1831
36,1832
36,1833
36,1834
36,1835
36,1836
36,1837
36,1838
36,1839
36,1840
36,1841
